Country,IndicatorName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Central African Republic,"Transport, storage and communication (ISIC I)","6,147,415","6,069,791","6,631,350","7,576,717","10,012,641","13,083,556","15,793,261","18,023,086","20,433,752","24,011,810","27,544,365","23,699,127","21,569,267","19,612,156","19,221,891","21,110,131","24,873,962","32,125,875","35,944,482","36,748,260","41,136,425","41,548,079","40,817,282","47,979,504","20,885,991","26,767,589","38,144,673","34,104,925","37,887,843","40,598,143","37,171,808","37,890,792","41,765,840","47,262,829","54,106,802","58,933,277","73,199,332","88,844,556","104,340,921","104,164,228","105,355,750","126,429,329"
Central African Republic,Other Activities (ISIC J-P),"51,626,462","50,943,173","55,662,270","63,701,456","83,879,949","109,856,274","133,434,527","149,369,547","172,748,891","206,688,517","215,458,283","212,661,853","196,001,121","169,646,004","145,552,753","153,028,417","191,876,602","226,548,143","230,479,807","213,768,733","234,433,547","237,565,965","239,690,084","209,618,093","140,935,407","168,703,327","148,160,766","129,477,412","130,242,849","176,632,401","156,759,238","147,317,654","155,166,802","149,890,022","168,232,807","178,685,052","182,259,776","206,812,716","232,126,877","240,402,676","240,462,731","243,562,549"
Central African Republic,Total Value Added,"236,155,168","250,222,388","286,112,529","329,148,075","388,805,658","491,351,434","590,700,065","660,244,754","797,947,333","936,291,464","1,013,459,285","922,097,461","863,285,410","748,108,419","713,943,642","794,521,315","1,043,640,886","1,133,888,660","1,200,994,256","1,182,981,761","1,370,309,407","1,316,770,304","1,345,651,807","1,228,329,678","810,767,639","1,044,482,909","961,320,817","876,938,253","896,824,152","939,383,172","868,838,698","890,192,916","941,021,159","1,086,588,937","1,199,474,374","1,270,675,286","1,391,677,513","1,601,311,125","1,872,821,330","1,852,965,441","1,842,660,642","2,078,206,738"
Chad,Final consumption expenditure,"456,370,481","497,216,895","512,956,319","593,765,091","660,922,961","986,288,049","895,907,361","882,724,573","1,053,797,819","945,288,215","975,079,960","835,656,292","773,312,800","792,489,817","900,646,654","876,573,336","1,094,101,536","1,233,288,631","1,291,177,059","1,338,528,427","1,526,184,515","1,513,675,255","1,822,464,225","1,671,373,717","1,179,157,819","1,514,612,962","1,630,430,274","1,590,454,015","1,790,555,852","1,697,413,179","1,457,737,740","1,589,981,609","1,790,218,273","2,131,718,517","2,395,012,991","2,695,396,933","3,118,994,783","3,616,709,680","4,179,299,291","4,312,797,180","4,599,621,444","4,970,684,508"
Chad,Household consumption expenditure (including Non-profit institutions serving households),"238,420,758","259,760,071","267,982,789","310,199,561","345,284,718","515,264,579","468,047,169","461,160,111","550,533,579","493,845,115","509,409,159","436,570,319","404,000,327","414,018,939","470,523,109","457,946,532","571,589,373","644,304,621","674,547,162","699,284,846","797,321,658","790,786,469","952,106,500","873,172,574","616,025,164","791,276,353","851,782,570","830,897,849","1,068,897,601","1,015,411,881","911,879,536","945,049,941","1,005,295,699","1,215,363,567","1,363,936,775","1,459,706,919","1,649,524,904","1,975,608,613","2,237,627,620","2,218,164,680","2,481,938,429","2,869,041,255"
Chad,General government final consumption expenditure,"217,949,723","237,456,823","244,973,530","283,565,530","315,638,242","471,023,470","427,860,192","421,564,463","503,264,240","451,443,101","465,670,801","399,085,973","369,312,473","378,470,877","430,123,545","418,626,805","522,512,163","588,984,010","616,629,897","639,243,580","728,862,858","722,888,786","870,357,725","798,201,142","563,132,655","723,336,609","778,647,704","759,556,165","721,658,252","682,001,298","545,858,204","644,931,668","784,922,574","916,354,950","1,031,076,216","1,235,690,014","1,469,469,879","1,641,101,067","1,941,671,671","2,094,632,500","2,117,683,015","2,101,643,254"
Chad,Gross capital formation,"19,982,142","22,518,446","26,425,291","30,163,229","43,935,447","74,340,351","69,078,015","68,564,734","81,781,423","73,510,004","75,716,270","64,684,380","60,511,198","61,271,587","69,075,091","71,083,364","81,825,920","92,532,697","98,903,706","109,468,617","111,632,746","111,975,741","182,772,789","140,700,384","213,569,256","140,631,907","261,463,345","224,281,800","250,831,857","161,624,076","242,935,809","662,328,298","1,142,284,764","1,238,256,949","1,201,032,437","1,475,488,738","981,324,023","1,126,165,486","1,327,284,143","1,643,667,548","2,470,320,608","1,996,986,513"
Chad,Gross fixed capital formation (including Acquisitions less disposals of valuables),"20,450,394","21,656,049","23,414,166","30,934,082","45,160,296","74,140,494","68,887,621","67,733,998","80,790,552","72,619,351","74,798,886","63,900,659","59,778,039","60,529,215","68,238,172","70,222,113","80,834,511","91,411,563","97,705,381","108,142,287","110,280,195","110,619,034","201,800,453","172,089,849","129,964,687","153,947,243","177,692,604","173,398,214","200,964,205","211,228,191","210,699,012","599,836,256","1,133,959,067","1,142,617,521","1,140,388,144","1,189,811,472","1,010,725,154","1,114,184,311","1,261,343,933","1,570,709,547","2,025,655,432","2,364,631,450"
Chad,Changes in inventories,"-468,252","862,398","3,011,124","-770,853","-1,224,850","199,857","190,394","830,736","990,870","890,653","917,384","783,721","733,158","742,371","836,919","861,252","991,409","1,121,133","1,198,325","1,326,330","1,352,551","1,356,707","-19,027,664","-31,389,465","83,604,569","-13,315,336","83,770,741","50,883,586","49,867,652","-49,604,114","32,236,797","62,492,041","8,325,698","95,639,428","60,644,293","285,677,266","-29,401,131","11,981,175","65,940,210","72,958,001","444,665,176","-367,644,937"
Chad,Exports of goods and services,"79,971,220","83,583,563","89,409,275","103,164,861","126,763,287","123,416,575","145,967,159","152,965,209","182,649,507","164,011,050","168,722,512","144,933,022","134,595,951","136,025,244","157,250,010","154,384,690","180,665,979","225,111,179","277,112,731","245,156,038","292,544,490","287,548,512","270,165,790","231,785,854","224,077,667","329,706,539","291,072,663","312,172,055","358,744,474","279,605,477","276,654,779","326,889,834","347,547,131","691,050,763","2,227,589,651","3,202,475,523","3,593,546,856","3,833,671,228","4,606,163,858","3,145,646,181","4,025,130,195","5,367,225,054"
Chad,Imports of goods and services,"122,631,297","130,309,482","141,686,339","185,001,371","215,737,254","291,513,517","281,949,497","268,553,558","322,975,556","285,522,356","296,571,805","261,715,744","223,065,300","245,980,598","305,584,203","179,810,699","404,530,717","514,176,441","348,773,093","414,663,180","382,968,203","243,257,793","600,592,922","579,070,662","437,599,399","536,819,968","592,210,428","584,132,067","642,383,771","609,860,148","591,967,181","869,462,181","1,292,721,431","1,338,346,478","1,408,761,296","1,499,985,488","1,394,036,861","1,568,395,016","1,758,782,386","1,804,243,799","2,177,521,899","2,264,073,732"
Chad,Gross Domestic Product (GDP),"413,848,405","451,684,834","469,421,927","520,582,258","606,503,270","876,230,738","822,700,788","832,218,878","991,088,878","893,571,170","919,093,901","780,238,227","742,364,440","740,625,858","817,754,766","919,153,787","947,239,524","1,031,713,269","1,314,529,991","1,273,800,929","1,541,765,800","1,664,619,521","1,668,814,761","1,457,375,243","1,181,675,418","1,444,816,931","1,591,880,362","1,542,775,803","1,757,748,413","1,528,782,584","1,385,361,147","1,709,737,561","1,987,328,738","2,722,679,751","4,414,873,600","5,873,375,706","6,299,827,214","7,008,151,378","8,353,964,907","7,579,542,997","8,919,168,927","10,450,288,473"
Chad,"Agriculture, hunting, forestry, fishing (ISIC A-B)","183,770,014","200,569,639","208,452,661","231,161,602","269,309,573","389,139,858","365,270,860","369,515,912","440,357,635","396,423,808","408,152,875","347,384,929","327,834,469","329,880,358","366,903,537","395,921,988","432,703,430","473,004,090","667,460,925","548,128,965","620,307,746","494,307,132","606,838,027","494,992,172","449,624,864","518,566,478","607,990,867","592,465,983","680,562,415","583,296,538","563,787,188","688,607,893","753,182,749","883,235,407","1,010,668,219","1,222,031,559","1,299,958,027","1,394,533,146","1,652,410,845","1,576,610,268","1,813,529,802","1,770,126,530"
Chad,"Mining, Manufacturing, Utilities (ISIC C-E)","52,132,936","56,898,633","59,136,888","65,575,354","76,398,662","110,407,827","103,600,471","104,832,069","124,991,379","112,321,612","115,884,821","98,746,947","92,389,562","94,240,733","104,658,018","108,581,884","128,464,217","134,323,346","158,362,709","185,598,078","242,476,651","200,173,475","202,929,456","159,451,505","133,200,840","176,232,186","182,611,273","190,724,121","203,132,024","162,129,278","129,721,291","199,152,605","253,452,697","611,449,140","1,976,937,223","3,036,802,816","3,279,420,599","3,544,450,002","4,295,226,097","2,810,647,924","3,869,732,442","5,168,527,503"
Chad,Manufacturing (ISIC D),"49,563,268","54,094,061","56,221,990","62,343,100","72,632,920","104,965,750","98,493,933","99,664,825","118,830,469","106,785,204","110,172,779","93,879,643","87,835,618","89,595,543","99,499,353","103,229,809","122,132,129","127,702,457","150,556,904","176,449,823","230,524,812","190,306,789","192,926,926","151,592,032","126,635,280","167,545,582","173,610,239","181,323,200","193,430,234","151,934,060","121,343,179","190,059,225","242,238,374","279,605,054","277,219,948","332,486,408","364,650,643","394,214,547","456,895,294","524,998,794","521,091,792","575,731,532"
Chad,Construction (ISIC F),"5,590,236","6,101,263","6,341,272","7,031,672","8,192,259","11,839,076","11,109,120","11,241,185","13,402,876","12,044,292","12,426,376","10,588,675","9,906,970","10,105,472","11,222,521","11,643,279","13,775,270","14,403,546","16,981,297","19,901,757","26,000,869","21,464,682","21,760,207","17,098,049","14,283,180","18,897,448","19,581,480","20,451,424","24,037,318","24,848,531","20,900,201","24,721,667","29,561,292","41,868,377","52,819,127","58,629,506","61,723,194","78,448,744","100,665,684","123,739,479","141,017,735","163,184,533"
Chad,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","86,314,417","94,204,746","97,909,048","108,572,241","126,489,965","182,786,652","171,546,273","173,556,528","206,893,886","186,083,633","191,758,783","163,363,379","153,466,154","155,393,963","173,027,333","182,705,544","207,520,350","223,788,913","262,352,642","272,802,455","328,804,388","340,062,892","350,252,334","323,641,992","259,109,247","326,635,963","345,796,195","321,327,605","393,854,947","322,501,033","283,644,614","340,917,865","423,808,143","520,709,187","587,113,398","638,069,833","681,199,739","792,779,085","901,390,501","914,698,420","1,057,230,278","1,189,914,795"
Chad,"Transport, storage and communication (ISIC I)","13,312,580","14,529,533","15,100,861","16,745,483","19,508,998","28,191,836","26,458,193","26,768,241","31,909,981","28,700,341","29,575,640","25,196,116","23,669,632","23,966,964","26,686,622","28,179,327","32,006,603","34,515,761","40,463,582","42,075,294","50,712,672","52,449,111","54,020,665","49,916,457","39,963,342","50,378,228","53,333,379","49,559,501","51,969,037","48,123,040","39,007,240","52,281,742","60,328,203","69,850,115","83,945,124","102,424,120","105,995,530","116,212,364","132,927,059","139,104,504","151,268,768","182,698,544"
Chad,Other Activities (ISIC J-P),"82,453,800","89,991,215","93,529,834","103,716,090","120,832,402","174,611,086","163,873,459","165,793,800","197,640,067","177,760,601","183,181,917","156,056,565","146,602,016","148,443,600","165,288,275","174,533,605","198,238,510","213,779,423","250,618,298","260,600,719","314,097,832","324,852,773","334,586,468","309,166,337","247,519,972","312,026,395","330,329,640","306,955,466","326,807,606","323,181,796","295,234,070","340,141,568","387,785,023","503,543,369","595,677,674","691,154,221","738,938,939","925,052,056","1,087,890,886","1,192,704,003","1,230,082,300","1,411,050,198"
Chad,Total Value Added,"423,573,983","462,295,030","480,470,564","532,802,442","620,731,860","896,976,335","841,858,375","851,707,735","1,015,195,823","913,334,287","940,980,412","801,336,610","753,868,803","762,031,090","847,786,306","901,565,627","1,012,708,380","1,093,815,080","1,396,239,454","1,329,107,268","1,582,400,159","1,433,310,066","1,570,387,159","1,354,266,513","1,143,701,445","1,402,736,698","1,539,642,834","1,481,484,101","1,680,363,347","1,464,080,218","1,332,294,604","1,645,823,340","1,908,118,105","2,630,655,595","4,307,160,764","5,749,112,056","6,167,236,029","6,851,475,397","8,170,511,072","6,757,504,598","8,262,861,325","9,885,502,102"
Chile,Final consumption expenditure,"7,898,751,202","9,725,520,389","11,194,791,001","16,293,149,753","13,275,753,039","6,990,994,426","8,891,490,466","12,701,849,454","14,334,563,366","19,185,120,700","24,869,291,095","31,614,767,645","23,404,521,961","18,236,506,016","17,471,616,316","14,763,337,527","15,407,707,667","17,243,404,667","18,888,173,331","21,519,928,159","24,148,621,742","28,111,683,823","34,833,179,575","37,546,535,000","42,224,029,700","52,492,538,185","57,532,875,505","62,954,359,719","61,937,541,878","57,286,241,428","58,592,492,305","53,494,290,887","52,161,986,718","56,522,503,725","69,906,201,739","85,601,303,312","100,601,224,326","114,537,519,990","129,455,033,474","124,689,076,043","152,061,738,861","179,010,907,987"
Chile,Household consumption expenditure (including Non-profit institutions serving households),"6,462,280,431","7,786,186,436","8,922,040,221","13,666,656,935","10,232,013,099","5,580,007,916","7,174,181,547","10,275,111,936","11,565,338,352","15,491,620,528","20,591,328,579","26,264,902,103","18,758,825,164","14,751,118,583","14,228,181,925","12,166,471,360","12,789,924,404","14,599,395,102","15,949,084,535","18,257,488,044","20,675,835,262","24,179,465,069","30,076,267,849","32,307,431,754","36,276,376,420","44,966,625,515","49,222,586,857","53,747,295,480","52,819,062,666","48,237,422,365","49,226,335,750","44,862,325,053","43,534,317,024","47,632,946,617","58,987,236,458","72,528,986,728","85,136,690,727","96,600,092,989","109,255,818,365","102,901,355,053","126,111,533,232","149,627,388,330"
Chile,General government final consumption expenditure,"1,436,470,683","1,939,333,953","2,272,750,780","2,626,492,804","3,043,739,940","1,410,986,510","1,717,308,919","2,426,737,518","2,769,225,014","3,693,500,171","4,277,962,516","5,349,865,542","4,645,696,796","3,485,387,433","3,243,434,391","2,596,866,167","2,617,783,263","2,644,009,565","2,939,088,796","3,262,440,115","3,472,786,481","3,932,218,753","4,756,911,726","5,239,103,246","5,947,653,280","7,525,912,671","8,310,288,648","9,207,064,239","9,118,479,212","9,048,819,063","9,366,156,555","8,631,965,834","8,627,669,694","8,889,557,107","10,918,965,282","13,072,316,584","15,464,533,599","17,937,427,001","20,199,215,109","21,787,720,990","25,950,205,629","29,383,519,657"
Chile,Gross capital formation,"1,638,556,710","1,702,784,087","1,607,512,225","1,466,995,328","3,789,192,395","1,092,501,038","1,455,097,265","2,226,050,818","3,168,075,648","4,259,784,770","6,694,370,723","8,409,170,602","3,002,613,244","2,508,834,497","3,951,092,456","3,398,073,996","4,012,229,189","5,518,452,268","6,592,748,054","8,305,031,461","9,128,441,110","9,368,103,084","11,952,689,122","14,131,073,005","14,709,937,815","20,164,458,899","22,095,086,178","24,448,400,270","22,737,091,126","16,248,788,835","17,502,170,809","16,128,665,201","15,513,449,025","16,630,940,595","20,154,426,250","27,062,075,750","31,982,577,281","35,586,964,715","46,629,411,312","34,878,610,319","50,939,030,385","61,268,952,912"
Chile,Gross fixed capital formation (including Acquisitions less disposals of valuables),"1,759,411,731","1,950,268,091","1,968,125,225","2,714,184,800","3,478,627,351","1,689,303,500","1,729,508,526","2,355,307,487","2,991,659,091","4,084,790,527","6,070,700,800","8,034,765,024","4,379,650,052","3,215,800,238","3,583,470,649","3,449,708,861","3,773,159,361","4,991,314,885","6,091,750,131","8,066,281,699","8,716,867,912","8,579,772,830","11,665,785,803","13,767,800,293","14,723,682,374","19,338,912,823","21,211,547,328","23,825,811,506","22,007,198,033","16,143,746,183","16,540,759,386","15,804,923,468","15,216,799,924","15,819,351,659","19,640,969,950","26,509,671,341","29,873,543,882","34,730,379,719","44,364,150,493","37,489,954,389","46,423,626,512","57,559,365,113"
Chile,Changes in inventories,"-120,855,022","-247,484,004","-360,612,951","-1,247,189,472","310,565,042","-596,802,461","-274,411,260","-129,256,668","176,416,556","174,994,243","623,669,924","374,405,578","-1,377,036,808","-706,965,741","367,621,807","-51,634,865","239,069,828","527,137,383","500,997,923","238,749,762","411,573,198","788,330,254","286,903,320","363,272,712","-13,744,559","825,546,076","883,538,850","622,588,765","729,893,093","105,042,651","961,411,422","323,741,733","296,649,101","811,588,937","513,456,300","552,404,409","2,109,033,399","856,584,996","2,265,260,819","-2,611,344,070","4,515,403,873","3,709,587,800"
Chile,Exports of goods and services,"1,399,658,104","1,206,713,908","1,212,151,053","2,350,155,176","3,331,812,413","1,934,285,994","2,605,429,578","2,899,445,340","3,335,922,747","5,078,267,542","6,621,107,624","5,639,869,010","4,958,132,005","5,020,048,337","4,711,600,476","4,892,502,343","5,435,493,888","6,603,982,872","8,802,560,144","10,421,872,137","11,068,473,152","12,112,521,783","13,535,022,642","12,894,905,801","15,731,801,553","21,005,448,637","20,653,766,550","22,413,679,901","20,861,418,082","21,590,931,117","23,743,480,940","22,823,219,477","22,880,178,367","27,006,291,748","39,526,733,909","49,553,962,857","67,912,140,749","78,254,861,761","74,557,072,813","63,917,967,822","82,330,531,713","94,632,877,063"
Chile,Imports of goods and services,"1,314,889,170","1,388,118,909","1,626,768,941","2,690,780,901","3,242,823,347","2,097,925,278","2,170,606,996","3,173,415,700","3,903,192,586","5,733,208,011","7,878,720,980","9,250,698,642","5,479,321,518","4,464,167,860","4,926,350,595","4,397,596,377","4,785,817,486","5,881,881,917","6,917,752,388","8,930,941,631","9,861,941,314","10,310,660,828","12,723,527,028","13,815,834,361","14,783,314,032","19,435,628,452","21,980,896,418","24,221,201,133","23,504,167,848","19,977,640,709","22,392,671,123","21,820,611,741","21,302,775,432","24,019,059,052","30,254,093,100","39,161,309,526","45,824,930,836","55,298,058,200","71,014,855,368","50,895,026,753","69,022,425,607","86,320,684,034"
Chile,Gross Domestic Product (GDP),"9,558,915,352","11,442,787,657","12,354,159,231","17,611,315,796","17,069,025,141","7,940,661,322","10,842,862,040","14,698,714,972","16,940,325,374","22,805,922,013","30,336,422,015","36,374,164,174","25,989,801,471","21,440,416,445","21,253,442,921","18,747,019,619","20,153,151,943","23,532,946,768","27,466,063,015","31,324,778,805","34,481,449,508","39,402,664,249","47,626,159,791","50,573,660,889","57,903,019,307","74,159,566,083","77,972,157,008","85,219,197,255","81,681,340,401","75,117,668,402","77,382,810,228","70,561,680,138","69,221,066,628","76,140,677,016","99,333,268,798","123,056,032,393","154,671,011,520","173,081,288,267","179,626,662,230","172,590,627,431","216,308,875,352","248,592,053,928"
Chile,"Agriculture, hunting, forestry, fishing (ISIC A-B)","465,758,643","614,622,497","720,290,420","796,016,916","661,987,980","356,663,244","624,189,601","985,705,353","878,328,946","1,130,819,257","1,495,084,695","1,604,042,364","1,114,803,432","861,092,127","1,036,098,621","955,124,927","1,190,666,852","1,426,690,562","1,606,083,722","1,793,544,403","1,958,012,394","2,514,461,971","3,022,684,483","2,801,070,037","2,994,860,161","3,580,465,287","3,617,587,065","3,896,908,898","3,827,640,557","3,587,289,664","3,637,763,087","2,920,267,401","3,050,639,278","3,122,168,873","3,696,636,302","4,637,412,197","5,504,291,669","5,905,954,250","5,965,965,744","5,646,316,648","6,861,443,673","7,760,283,689"
Chile,"Mining, Manufacturing, Utilities (ISIC C-E)","2,806,222,702","2,810,504,278","3,045,763,500","5,117,795,113","5,899,956,973","2,171,530,496","3,166,837,267","3,776,823,630","4,267,112,480","6,199,809,023","7,882,184,139","8,339,617,583","6,335,903,438","6,064,305,247","5,816,339,491","5,437,116,881","5,689,888,827","6,818,778,349","9,139,117,262","10,097,845,929","10,706,977,860","11,706,927,120","12,977,311,705","13,154,200,676","15,897,279,916","21,396,671,665","20,903,178,669","22,382,535,870","19,811,740,829","19,274,321,699","21,231,426,279","19,703,407,178","19,467,719,384","20,867,036,362","30,311,951,818","38,416,040,420","55,399,930,006","59,657,684,542","50,089,401,868","47,373,316,309","63,179,797,153","70,757,992,865"
Chile,Manufacturing (ISIC D),"1,614,938,363","1,849,793,375","1,923,062,692","3,162,439,233","3,340,034,601","1,066,248,043","1,670,492,571","2,116,709,133","2,512,432,597","3,208,101,198","4,305,821,235","5,309,468,674","3,340,944,733","2,963,284,752","3,231,464,715","2,724,733,820","3,338,840,878","3,820,339,394","4,599,008,815","5,238,261,902","5,918,652,249","6,969,554,430","8,384,697,354","9,036,887,831","10,329,047,368","13,305,427,407","13,786,940,617","14,996,268,885","14,073,944,169","13,178,376,348","13,772,118,867","13,145,195,603","12,834,967,332","12,626,760,725","15,514,458,401","17,349,257,549","19,687,726,044","20,747,554,541","20,109,005,527","19,420,939,398","23,281,789,198","27,147,341,252"
Chile,Construction (ISIC F),"719,771,408","1,063,800,407","1,090,855,987","1,110,366,917","1,533,550,823","630,477,988","684,862,684","882,438,441","1,047,429,090","1,440,777,927","2,321,234,965","3,406,570,389","2,203,027,357","1,425,072,406","1,315,191,986","1,139,741,955","1,186,071,208","1,394,243,030","1,735,145,630","1,924,373,016","2,365,884,508","2,518,949,405","3,378,696,855","4,260,795,876","4,890,491,898","6,207,476,167","6,772,701,849","7,791,305,120","7,123,323,501","5,581,725,846","5,099,696,369","4,846,697,907","4,773,112,005","4,897,858,800","5,687,017,832","6,886,451,313","8,629,734,897","10,010,799,421","13,190,429,267","12,832,745,608","15,475,140,807","18,435,257,681"
Chile,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","1,292,741,805","1,508,394,679","1,730,895,438","2,699,010,456","1,810,762,338","1,039,922,290","1,246,643,311","1,738,968,058","2,130,912,328","2,898,966,059","3,895,616,013","4,448,787,900","2,571,094,511","2,282,151,989","2,187,708,730","2,105,376,905","2,379,601,596","3,037,593,416","3,087,751,835","3,785,794,106","4,010,057,425","4,665,930,095","5,696,323,193","5,906,019,268","6,312,744,783","8,029,875,621","8,245,657,160","8,937,068,488","8,752,099,941","7,621,541,132","7,658,225,416","7,044,744,147","6,187,357,421","7,000,548,945","8,996,925,831","11,363,457,061","13,415,183,262","15,043,828,903","17,544,436,022","15,762,422,686","20,175,992,747","23,540,331,092"
Chile,"Transport, storage and communication (ISIC I)","476,846,291","528,573,298","722,688,666","1,065,890,533","959,731,264","443,097,135","524,244,852","767,947,157","907,387,433","1,152,834,268","1,515,693,623","1,864,578,105","1,441,118,440","1,153,605,490","1,172,111,967","996,637,836","1,125,407,929","1,260,582,283","1,453,255,787","1,788,686,568","2,044,232,337","2,377,982,380","2,954,396,027","3,098,257,028","3,527,595,520","4,257,400,674","4,842,569,864","5,250,236,572","5,635,856,274","5,105,544,232","5,223,941,989","4,812,056,684","4,741,096,017","6,788,095,907","8,529,285,173","9,744,184,903","10,761,109,672","11,456,650,849","12,096,036,385","10,953,498,390","13,400,801,237","14,939,442,165"
Chile,Other Activities (ISIC J-P),"2,937,363,155","3,775,351,678","3,744,694,419","4,911,501,056","4,700,608,406","3,025,878,750","3,960,490,474","5,520,414,676","6,672,286,200","9,064,317,542","12,745,292,013","16,887,555,066","13,749,090,862","8,938,787,915","7,885,688,805","7,130,080,851","7,087,197,458","7,634,982,935","8,128,948,568","9,268,047,374","10,143,579,819","11,083,781,977","13,983,876,005","15,659,742,491","18,485,738,961","23,213,305,651","25,932,669,842","28,930,761,183","28,667,442,404","26,952,834,634","27,254,627,797","25,058,806,373","24,628,612,050","27,079,184,495","33,918,462,292","41,504,976,989","48,877,702,221","57,367,697,563","65,505,303,853","66,405,481,875","79,876,317,144","92,477,211,046"
Chile,Total Value Added,"8,698,704,093","10,301,246,837","11,055,188,477","15,700,580,991","15,566,597,784","7,667,569,903","10,207,268,190","13,672,297,315","15,903,456,477","21,887,524,077","29,855,105,449","36,551,151,407","27,415,038,041","20,725,015,174","19,413,139,601","17,764,079,355","18,658,833,870","21,572,870,576","25,150,302,803","28,658,291,396","31,228,744,342","34,868,032,948","42,013,288,267","44,880,085,376","52,108,711,239","66,685,195,066","70,314,364,450","77,188,816,131","73,818,103,507","68,123,257,207","70,105,680,937","64,385,979,689","62,848,536,154","69,754,893,382","91,140,279,248","112,552,522,883","142,587,951,727","159,442,615,529","164,391,573,139","158,973,781,516","198,969,492,760","227,910,518,537"
"China, People's Republic of",Final consumption expenditure,"66,468,993,970","70,499,780,744","81,478,643,862","97,417,521,085","101,508,763,960","111,285,090,259","105,662,904,795","119,365,977,618","132,994,773,184","169,369,775,029","200,740,790,310","197,209,402,474","196,286,299,375","208,860,263,036","208,888,489,828","203,847,343,500","197,573,461,093","209,682,705,999","264,353,456,382","296,517,364,485","252,769,671,681","264,716,573,237","311,959,634,364","380,077,375,314","339,286,148,003","440,023,548,899","528,248,443,171","580,719,718,369","623,124,285,966","672,085,283,725","743,081,102,111","808,666,756,205","867,667,859,839","938,566,580,390","1,057,807,258,662","1,212,517,387,468","1,418,507,876,006","1,738,183,784,205","2,207,945,291,565","2,477,887,418,602","2,867,167,526,788","3,469,336,786,631"
"China, People's Republic of",Household consumption expenditure (including Non-profit institutions serving households),"59,372,185,442","62,586,093,891","72,551,960,893","87,006,420,543","90,875,988,005","99,173,035,674","94,264,939,807","106,421,262,181","104,484,438,171","129,356,913,266","155,579,284,674","154,171,229,737","153,386,319,171","163,544,105,248","161,290,206,742","159,616,798,009","153,559,800,648","164,587,195,400","211,388,732,167","234,059,666,278","197,584,954,311","201,574,497,462","235,740,029,105","284,835,450,910","253,449,961,843","339,699,252,622","408,409,733,978","445,383,794,173","473,843,428,370","506,392,051,460","553,899,582,302","597,263,403,045","641,015,735,553","696,502,894,957","787,967,492,674","890,357,516,500","1,035,631,647,161","1,266,277,814,694","1,607,079,368,591","1,809,063,010,437","2,079,070,215,423","2,524,607,607,196"
"China, People's Republic of",General government final consumption expenditure,"7,096,808,528","7,913,686,853","8,926,682,969","10,411,100,543","10,632,775,955","12,112,054,584","11,397,964,988","12,944,715,436","28,510,335,013","40,012,861,762","45,161,505,636","43,038,172,737","42,899,980,204","45,316,157,788","47,598,283,085","44,230,545,491","44,013,660,445","45,095,510,599","52,964,724,215","62,457,698,207","55,184,717,371","63,142,075,776","76,219,605,259","95,241,924,404","85,836,186,160","100,324,296,277","119,838,709,192","135,335,924,196","149,280,857,596","165,693,232,265","189,181,519,810","211,403,353,160","226,652,124,286","242,063,685,433","269,839,765,988","322,159,870,967","382,876,228,846","471,905,969,511","600,865,922,974","668,824,408,165","788,097,311,366","944,729,179,435"
"China, People's Republic of",Gross capital formation,"26,558,915,715","29,122,065,471","30,735,383,407","40,264,093,785","41,271,673,625","48,619,202,882","42,346,774,729","49,106,393,783","81,842,480,448","95,106,109,386","106,760,544,652","95,639,080,147","94,275,335,239","103,205,233,698","108,407,535,804","117,735,861,910","114,165,590,648","119,878,563,177","153,144,730,125","168,194,363,597","141,055,950,939","147,800,509,387","182,902,028,104","272,783,992,711","236,010,063,030","304,979,394,713","346,214,747,705","361,503,772,701","378,238,405,597","398,049,104,581","420,882,798,372","480,476,883,824","550,504,216,072","676,123,620,732","835,690,037,646","950,131,696,969","1,165,796,938,711","1,458,333,566,107","1,990,677,332,520","2,407,454,363,015","2,859,619,172,030","3,545,790,030,713"
"China, People's Republic of",Gross fixed capital formation (including Acquisitions less disposals of valuables),"22,174,746,257","24,494,178,408","27,709,641,281","33,401,762,559","38,145,013,277","47,333,046,590","44,560,626,375","49,035,866,535","63,785,934,939","74,154,340,884","88,254,137,806","78,572,825,445","79,427,577,587","87,225,884,861","92,541,441,442","90,987,772,386","90,932,216,687","102,057,978,023","126,323,849,440","117,377,764,695","100,932,254,327","114,030,685,324","154,384,957,484","230,983,968,124","200,872,687,230","250,077,332,189","289,242,167,744","313,215,611,925","345,079,644,682","368,765,137,559","408,822,648,617","456,133,723,676","527,151,432,154","646,254,235,111","786,749,630,821","905,907,142,959","1,103,088,734,408","1,366,390,482,065","1,843,297,731,719","2,293,518,527,616","2,712,080,737,876","3,330,513,790,797"
